"country","year","suicide_no","population","GDP_year","GDP_percap","suicide_ratio"
"Sweden",2007,1126,8629159,487816328342,56531,13.0487803040829
"Sweden",2008,1170,8688504,513965650650,59155,13.4660696478934
"Sweden",2009,1242,8755922,429657033108,49070,14.1846855191264
"Sweden",2010,1141,8823125,488377689565,55352,12.9319260466105
"Sweden",2011,1112,8884644,563109663291,63380,12.5159770048187
"Sweden",2012,1154,8948909,543880647757,60776,12.8954266939132
"Sweden",2013,1230,9024081,578742001488,64133,13.6301968034197
"Sweden",2014,1148,9114524,573817719109,62956,12.5952819916871
"Sweden",2015,1182,9114524,497918109302,54629,12.9683129914409
"Sweden",2016,1130,8125852,514459972806,55594,13.9062340785926
"Switzerland",1985,NA,NA,NA,NA,NA
"Switzerland",1986,NA,NA,NA,NA,NA
"Switzerland",1987,NA,NA,NA,NA,NA
"Switzerland",1988,NA,NA,NA,NA,NA
"Switzerland",1989,NA,NA,NA,NA,NA
"Switzerland",1990,NA,NA,NA,NA,NA
"Switzerland",1991,NA,NA,NA,NA,NA
"Switzerland",1992,NA,NA,NA,NA,NA
"Switzerland",1993,NA,NA,NA,NA,NA
"Switzerland",1994,NA,NA,NA,NA,NA
"Switzerland",1995,1419,6617500,342617007104,51774,21.4431431809596
"Switzerland",1996,1432,6652200,330091688350,49621,21.5267129671387
"Switzerland",1997,1341,6675200,286519135327,42923,20.0892857142857
"Switzerland",1998,1371,6725167,295045152021,43872,20.3861108579162
"Switzerland",1999,1296,6764328,289912492345,42859,19.1593311264622
"Switzerland",2000,1380,6809589,272055499941,39952,20.2655402550727
"Switzerland",2001,1338,6865842,278631271391,40582,19.4877773184993
"Switzerland",2002,1446,6942010,301416810214,43419,20.8297020603543
"Switzerland",2003,1269,6969293,352914820747,50639,18.2084466817509
"Switzerland",2004,1284,7023166,394163688621,56123,18.2823530014811
"Switzerland",2005,1299,7071991,408689353999,57790,18.3682360455493
"Switzerland",2006,1309,7118477,430921192375,60536,18.3887649001324
"Switzerland",2007,1360,7183595,479913034322,66807,18.9320249819206
"Switzerland",2008,1314,7274875,554363487120,76202,18.0621660165982
"Switzerland",2009,1105,7364558,541506500414,73529,15.0042948945476
"Switzerland",2010,1006,7439147,583782977866,78474,13.5230558019622
"Switzerland",2011,1034,7518040,699579638638,93053,13.7535847109087
"Switzerland",2012,1038,7595591,668043614123,87951,13.6658227121497
"Switzerland",2013,1071,7681318,688504173431,89634,13.9429196916467
"Switzerland",2014,1032,7809621,709182559935,90809,13.2144696906546
"Switzerland",2015,1073,7892502,679289166858,86068,13.5951818574135
"Switzerland",2016,NA,NA,NA,NA,NA
"Thailand",1985,2982,46303443,38900692712,840,6.44012584550138
"Thailand",1986,2798,47331465,43096746122,911,5.91150094339991
"Thailand",1987,3035,48376410,50535438696,1045,6.27371894689995
"Thailand",1988,NA,NA,NA,NA,NA
"Thailand",1989,NA,NA,NA,NA,NA
"Thailand",1990,3753,51228668,85343063966,1666,7.3259761506975
"Thailand",1991,3559,51947693,98234695722,1891,6.85112233954259
"Thailand",1992,3550,52570440,111452869378,2120,6.75284437413877
"Thailand",1993,NA,NA,NA,NA,NA
"Thailand",1994,2307,52691000,146683499006,2784,4.37835683513314
"Thailand",1995,4245,54366057,169278552851,3114,7.80818075513551
"Thailand",1996,4443,55070703,183035154107,3324,8.06781057434477
"Thailand",1997,4150,55859088,150180268649,2689,7.42940880094569
"Thailand",1998,4963,56691783,113675706127,2005,8.75435510645343
"Thailand",1999,5276,57507860,126668932160,2203,9.17439807358507
"Thailand",2000,5182,58262135,126392308498,2169,8.89428442675504
"Thailand",2001,NA,NA,NA,NA,NA
"Thailand",2002,4902,58263389,134300851255,2305,8.41351676264489
"Thailand",2003,4484,60158951,152280653544,2531,7.4535874137832
"Thailand",2004,4296,60686373,172895476153,2849,7.07901920584379
"Thailand",2005,3937,61182665,189318499954,3094,6.43482921183639
"Thailand",2006,3608,61636512,221758486880,3598,5.85367322537654
"Thailand",2007,3754,58941621,262942650544,4461,6.36901384167904
"Thailand",2008,3778,59216773,291383081232,4921,6.37994914042344
"Thailand",2009,3787,59483718,281710095725,4736,6.36644804213482
"Thailand",2010,3761,59769764,341105009515,5707,6.29247925422627
"Thailand",2011,3873,60261832,370818747397,6153,6.42695363128024
"Thailand",2012,3985,60382255,397558094270,6584,6.59962103104629
"Thailand",2013,3961,60766487,420333333333,6917,6.51839557550859
"Thailand",2014,3952,61139919,407339361696,6662,6.46386201460293
"Thailand",2015,4205,61261276,401399422443,6552,6.8640424662392
"Thailand",2016,4117,53442001,411755164833,6713,7.70367861038736
"Trinidad and Tobago",1985,29,1008000,7375918367,7317,2.87698412698413
"Trinidad and Tobago",1986,104,1061600,4794444444,4516,9.79653353428787
"Trinidad and Tobago",1987,119,1078300,4797777778,4449,11.0358898265789
"Trinidad and Tobago",1988,164,1095600,4496852073,4104,14.9689667761957
"Trinidad and Tobago",1989,173,1070000,4323058824,4040,16.1682242990654
"Trinidad and Tobago",1990,170,1088500,5.068e+09,4656,15.6178226917777
"Trinidad and Tobago",1991,148,1102000,5307905882,4817,13.4301270417423
"Trinidad and Tobago",1992,163,1132600,5439552941,4803,14.3916651951263
"Trinidad and Tobago",1993,174,1148300,4669488516,4066,15.152834625098
"Trinidad and Tobago",1994,148,1162900,4947205860,4254,12.726803680454
"Trinidad and Tobago",1995,184,1149173,5329214163,4637,16.0115143672885
"Trinidad and Tobago",1996,146,1156185,5759537726,4982,12.6277369106155
"Trinidad and Tobago",1997,160,1162267,5737751332,4937,13.7662000211655
"Trinidad and Tobago",1998,171,1167924,6043694330,5175,14.6413636503745
"Trinidad and Tobago",1999,139,1173276,6808982521,5803,11.8471698048882
"Trinidad and Tobago",2000,166,1178363,8154338233,6920,14.0873398095493
"Trinidad and Tobago",2001,179,1183354,8824873259,7458,15.1264963823167
"Trinidad and Tobago",2002,156,1188800,9008273721,7578,13.1224764468371
"Trinidad and Tobago",2003,144,1194458,11305459802,9465,12.0556771355711
"Trinidad and Tobago",2004,168,1200116,13280275123,11066,13.9986467974762
"Trinidad and Tobago",2005,136,1205471,15982282462,13258,11.2818972833025
"Trinidad and Tobago",2006,141,1209301,18369070085,15190,11.6596281653616
"Trinidad and Tobago",2007,131,1213988,21642304046,17827,10.790880964227
"Trinidad and Tobago",2008,199,1219336,27870257894,22857,16.3203579653188
"Trinidad and Tobago",2009,128,1225097,19175196446,15652,10.4481522687591
"Trinidad and Tobago",2010,160,1231002,22157948396,18000,12.9975418398995
"Trinidad and Tobago",2011,139,1237186,25433011405,20557,11.2351740158715
"Trinidad and Tobago",2012,NA,NA,NA,NA,NA
"Trinidad and Tobago",2013,NA,NA,NA,NA,NA
"Trinidad and Tobago",2014,NA,NA,NA,NA,NA
"Trinidad and Tobago",2015,NA,NA,NA,NA,NA
"Trinidad and Tobago",2016,NA,NA,NA,NA,NA
"Turkey",1985,NA,NA,NA,NA,NA
"Turkey",1986,NA,NA,NA,NA,NA
"Turkey",1987,NA,NA,NA,NA,NA
"Turkey",1988,NA,NA,NA,NA,NA
"Turkey",1989,NA,NA,NA,NA,NA
"Turkey",1990,NA,NA,NA,NA,NA
"Turkey",1991,NA,NA,NA,NA,NA
"Turkey",1992,NA,NA,NA,NA,NA
"Turkey",1993,NA,NA,NA,NA,NA
"Turkey",1994,NA,NA,NA,NA,NA
"Turkey",1995,NA,NA,NA,NA,NA
"Turkey",1996,NA,NA,NA,NA,NA
"Turkey",1997,NA,NA,NA,NA,NA
"Turkey",1998,NA,NA,NA,NA,NA
"Turkey",1999,NA,NA,NA,NA,NA
"Turkey",2000,NA,NA,NA,NA,NA
"Turkey",2001,NA,NA,NA,NA,NA
"Turkey",2002,NA,NA,NA,NA,NA
"Turkey",2003,NA,NA,NA,NA,NA
"Turkey",2004,NA,NA,NA,NA,NA
"Turkey",2005,NA,NA,NA,NA,NA
"Turkey",2006,NA,NA,NA,NA,NA
"Turkey",2007,NA,NA,NA,NA,NA
"Turkey",2008,NA,NA,NA,NA,NA
"Turkey",2009,1050,65962419,644639902581,9773,1.59181548511737
"Turkey",2010,1524,66975131,771901768698,11525,2.2754714731353
"Turkey",2011,1148,68034357,832523681194,12237,1.68738274398625
"Turkey",2012,1450,68976439,873982246102,12671,2.10216708925783
"Turkey",2013,1810,69880352,950579413279,13603,2.59014150358029
"Turkey",2014,1617,70931420,934185915467,13170,2.27966675416903
"Turkey",2015,1532,71880464,859796872794,11961,2.13131623635596
"Turkey",2016,NA,NA,NA,NA,NA
"Turkmenistan",1985,NA,NA,NA,NA,NA
"Turkmenistan",1986,NA,NA,NA,NA,NA
"Turkmenistan",1987,272,2859100,2331358820,815,9.51348326396418
"Turkmenistan",1988,270,2926300,3010982414,1029,9.22666848921847
"Turkmenistan",1989,253,2999000,3006988217,1003,8.43614538179393
"Turkmenistan",1990,298,3079800,3189539641,1036,9.67595298396
"Turkmenistan",1991,273,3162500,3208098919,1014,8.63241106719368
"Turkmenistan",1992,271,3252900,3200539816,984,8.33102769836146
"Turkmenistan",1993,240,3331100,3179225949,954,7.20482723424695
"Turkmenistan",1994,234,3423100,2561118608,748,6.83590897140019
"Turkmenistan",1995,244,3818200,2482228440,650,6.3904457597821
"Turkmenistan",1996,283,3913000,2379281768,608,7.23230258113979
"Turkmenistan",1997,333,4006400,2450084970,612,8.31170127795527
"Turkmenistan",1998,405,4099200,2605688065,636,9.87997658079625
"Turkmenistan",1999,442,3958754,2450686660,619,11.1651292300557
"Turkmenistan",2000,383,4026478,2904662605,721,9.51203508376303
"Turkmenistan",2001,445,4095981,3534803922,863,10.8643082084609
"Turkmenistan",2002,416,4143692,4461978499,1077,10.0393562069768
"Turkmenistan",2003,377,4177740,5977560877,1431,9.02401777037346
"Turkmenistan",2004,392,4211000,6838351088,1624,9.30895274281643
"Turkmenistan",2005,468,4252530,8104355717,1906,11.0052133671015
"Turkmenistan",2006,506,4287650,10277598152,2397,11.8013363963943
"Turkmenistan",2007,354,4342657,12664165103,2916,8.15169146446519
"Turkmenistan",2008,484,4412135,19271523179,4368,10.9697459393242
"Turkmenistan",2009,165,4484467,20214385965,4508,3.67936702399639
"Turkmenistan",2010,178,4551185,22583157895,4962,3.91106931491469
"Turkmenistan",2011,130,4626095,29233333333,6319,2.81014548987861
"Turkmenistan",2012,138,4690058,35164210526,7498,2.9423943158059
"Turkmenistan",2013,101,4748055,39197543860,8255,2.12718681649644
"Turkmenistan",2014,136,4811227,43524210526,9046,2.82672174894263
"Turkmenistan",2015,133,4886514,35799628571,7326,2.72177671035016
"Turkmenistan",2016,NA,NA,NA,NA,NA
"Ukraine",1985,NA,NA,NA,NA,NA
"Ukraine",1986,NA,NA,NA,NA,NA
"Ukraine",1987,10050,47374200,64087694038,1353,21.2140785490837
"Ukraine",1988,9751,47549900,74703517903,1571,20.5068780375984
"Ukraine",1989,10887,47761700,82709161099,1732,22.7944147716685
"Ukraine",1990,10645,47971600,81456918679,1698,22.1902125424209
"Ukraine",1991,10700,48200600,77464561150,1607,22.1988937897039
"Ukraine",1992,11666,48487300,73942235330,1525,24.0599084708779
"Ukraine",1993,12469,48680500,65648559903,1349,25.6139521985189
"Ukraine",1994,13826,48619000,52549555149,1081,28.437442152245
"Ukraine",1995,14541,48415300,48213868178,996,30.0338942441749
"Ukraine",1996,15160,48174500,44558077827,925,31.4689306583358
"Ukraine",1997,14903,47923000,50150399792,1046,31.097802725205
"Ukraine",1998,14789,47675400,41883241472,879,31.0201907063181
"Ukraine",1999,14363,47415400,31580639045,666,30.2918461090701
"Ukraine",2000,14467,47125400,31261527363,663,30.6989436694437
"Ukraine",2001,13131,46805969,38009344577,812,28.0541142092369
"Ukraine",2002,12536,46060017,42392896031,920,27.2166638583742
"Ukraine",2003,12313,45697383,50132953288,1097,26.9446502002095
"Ukraine",2004,11256,45322826,64883060726,1432,24.8351680453465
"Ukraine",2005,10621,44939270,86142018069,1917,23.6341177771691
"Ukraine",2006,10013,44560034,107753069307,2418,22.4708087071926
"Ukraine",2007,10032,44198672,142719009901,3229,22.6975145316583
"Ukraine",2008,9454,43856123,179992405832,4104,21.5568530761372
"Ukraine",2009,9715,43557944,117227769792,2691,22.30362388087
"Ukraine",2010,9089,43296809,136013155905,3141,20.9923091560858
"Ukraine",2011,8973,43074791,163159671670,3788,20.8312096047082
"Ukraine",2012,9058,42915935,175781379051,4096,21.1063792505045
"Ukraine",2013,NA,NA,NA,NA,NA
"Ukraine",2014,7968,40464165,133503411376,3299,19.6914974027019
"Ukraine",2015,7574,40345446,91030959455,2256,18.7728746386891
"Ukraine",2016,NA,NA,NA,NA,NA
"United Arab Emirates",1985,NA,NA,NA,NA,NA
"United Arab Emirates",1986,NA,NA,NA,NA,NA
"United Arab Emirates",1987,NA,NA,NA,NA,NA
"United Arab Emirates",1988,NA,NA,NA,NA,NA
"United Arab Emirates",1989,NA,NA,NA,NA,NA
"United Arab Emirates",1990,NA,NA,NA,NA,NA
"United Arab Emirates",1991,NA,NA,NA,NA,NA
"United Arab Emirates",1992,NA,NA,NA,NA,NA
"United Arab Emirates",1993,NA,NA,NA,NA,NA
"United Arab Emirates",1994,NA,NA,NA,NA,NA
"United Arab Emirates",1995,NA,NA,NA,NA,NA
"United Arab Emirates",1996,NA,NA,NA,NA,NA
"United Arab Emirates",1997,NA,NA,NA,NA,NA
"United Arab Emirates",1998,NA,NA,NA,NA,NA
"United Arab Emirates",1999,NA,NA,NA,NA,NA
"United Arab Emirates",2000,NA,NA,NA,NA,NA
"United Arab Emirates",2001,NA,NA,NA,NA,NA
"United Arab Emirates",2002,NA,NA,NA,NA,NA
"United Arab Emirates",2003,NA,NA,NA,NA,NA
"United Arab Emirates",2004,NA,NA,NA,NA,NA
"United Arab Emirates",2005,96,4280433,180617018380,42196,2.24276375777871
"United Arab Emirates",2006,90,4923879,222116541865,45110,1.82782720696427
"United Arab Emirates",2007,101,5695389,257916133424,45285,1.77336438301229
"United Arab Emirates",2008,100,6510358,315474615739,48457,1.53601384132793
"United Arab Emirates",2009,124,7252480,253547358747,34960,1.70975997176138
"United Arab Emirates",2010,111,7839736,289787338325,36964,1.41586400358379
"United Arab Emirates",2011,NA,NA,NA,NA,NA
"United Arab Emirates",2012,NA,NA,NA,NA,NA
"United Arab Emirates",2013,NA,NA,NA,NA,NA
"United Arab Emirates",2014,NA,NA,NA,NA,NA
"United Arab Emirates",2015,NA,NA,NA,NA,NA
"United Arab Emirates",2016,NA,NA,NA,NA,NA
"United Kingdom",1985,5105,53006535,489285164271,9231,9.63088796504054
"United Kingdom",1986,4839,53119533,601452653181,11323,9.10964333967319
"United Kingdom",1987,4594,53239668,745162608269,13996,8.62890429744979
"United Kingdom",1988,4971,53310780,910122732124,17072,9.3245681267466
"United Kingdom",1989,4361,53425129,926884816754,17349,8.1628254000098
"United Kingdom",1990,4643,53557854,1093169389205,20411,8.66913002152775
"United Kingdom",1991,4547,53903427,1142797178131,21201,8.43545624659449
"United Kingdom",1992,4628,54076358,1179659529660,21815,8.55826866151008
"United Kingdom",1993,4462,54283982,1061388722256,19553,8.21973598031183
"United Kingdom",1994,4380,54497293,1140489745944,20927,8.03709644807495
"United Kingdom",1995,4315,54746964,1335218557677,24389,7.8817155961379
"United Kingdom",1996,4165,55012207,1408781591264,25609,7.57104691327872
"United Kingdom",1997,4143,55266635,1552483628029,28091,7.49638547742232
"United Kingdom",1998,4389,55527379,1638511096390,29508,7.90420884083147
"United Kingdom",1999,4448,55833339,1665623685488,29832,7.96656635563207
"United Kingdom",2000,4290,56133909,1647951278560,29358,7.6424394388782
"United Kingdom",2001,4128,55571993,1621510004318,29179,7.4282021881058
"United Kingdom",2002,4117,55908944,1768408273381,31630,7.36375918672333
"United Kingdom",2003,3979,56171771,2038395102041,36289,7.08362924857755
"United Kingdom",2004,4183,56455011,2398555474185,42486,7.40943970412122
"United Kingdom",2005,4047,56809024,2520701818182,44372,7.12386820798048
"United Kingdom",2006,4122,57091129,2692612695492,47163,7.22003588333312
"United Kingdom",2007,3897,57382757,3074359743898,53576,6.79123869910956
"United Kingdom",2008,4259,57683372,2890564338235,50111,7.38341024862416
"United Kingdom",2009,4246,58013559,2382825985356,41074,7.31897865462796
"United Kingdom",2010,4188,58403529,2441173394730,41798,7.17079955904719
"United Kingdom",2011,4393,58881852,2619700404733,44491,7.46070283251281
"United Kingdom",2012,4444,59708630,2662085168499,44585,7.44281019343435
"United Kingdom",2013,4824,60091793,2739818680930,45594,8.02771852722051
"United Kingdom",2014,4788,60570482,3022827781881,49906,7.90484051290858
"United Kingdom",2015,4910,61082942,2885570309161,47240,8.03825067888839
"United Kingdom",2016,NA,NA,NA,NA,NA
"United States",1985,29446,220723000,4.346734e+12,19693,13.3407030531481
"United States",1986,30892,222953000,4.590155e+12,20588,13.8558350863186
"United States",1987,30783,225148000,4.870217e+12,21631,13.6723399719296
"United States",1988,30388,227353000,5.252629e+12,23103,13.3659991291076
"United States",1989,30218,229487000,5.657693e+12,24654,13.1676304104372
"United States",1990,30895,229952200,5.979589e+12,26004,13.4354009224526
"United States",1991,30790,232955000,6.174043e+12,26503,13.2171449421562
"United States",1992,30471,235565600,6.539299e+12,27760,12.9352503081944
"United States",1993,31084,238092300,6.878718e+12,28891,13.0554411041432
"United States",1994,31123,240614100,7.308755e+12,30375,12.9348196967676
"United States",1995,31272,243164200,7.66406e+12,31518,12.8604457399568
"United States",1996,30879,245997800,8.100201e+12,32928,12.552551282979
"United States",1997,30517,248486400,8.608515e+12,34644,12.2811550249833
"United States",1998,30558,251332500,9.089168e+12,36164,12.158395750649
"United States",1999,29183,253748671,9.660624e+12,38072,11.5007498896418
"United States",2000,29343,262246108,1.0284779e+13,39218,11.1891079047015
"United States",2001,30607,265427546,1.0621824e+13,40018,11.5312070888076
"United States",2002,31645,268759559,1.0977514e+13,40845,11.7744649223807
"United States",2003,31477,271041510,1.151067e+13,42468,11.613350294573
"United States",2004,32428,273584136,1.2274928e+13,44867,11.8530264488728
"United States",2005,32629,276106680,1.3093726e+13,47423,11.8175337155914
"United States",2006,33292,278980848,1.3855888e+13,49666,11.9334356600708
"United States",2007,34596,280658606,1.4477635e+13,51585,12.326719815604
"United States",2008,36030,282355565,1.4718582e+13,52128,12.7605064203357
"United States",2009,36900,285162662,1.4418739e+13,50563,12.9399830052084
"United States",2010,38362,287839149,1.4964372e+13,51989,13.3275824825344
"United States",2011,39508,290313825,1.5517926e+13,53452,13.6087215274712
"United States",2012,40596,292827128,1.6155255e+13,55170,13.8634696441103
"United States",2013,41143,295322862,1.6691517e+13,56520,13.9315323308766
"United States",2014,42769,297749735,1.7427609e+13,58531,14.3640765960715
"United States",2015,44189,300078511,1.8120714e+13,60387,14.7258128723519
"United States",2016,NA,NA,NA,NA,NA
"Uruguay",1985,287,2737400,4732017873,1729,10.4844012566669
"Uruguay",1986,262,2757600,5880112788,2132,9.501015375689
"Uruguay",1987,258,2778900,7367494080,2651,9.28424916333801
"Uruguay",1988,268,2799600,8213515459,2934,9.57279611373053
"Uruguay",1989,344,2820700,8438951476,2992,12.1955542950331
"Uruguay",1990,315,2834000,9298839655,3281,11.1150317572336
"Uruguay",1991,NA,NA,NA,NA,NA
"Uruguay",1992,NA,NA,NA,NA,NA
"Uruguay",1993,418,2896228,15002106518,5180,14.4325653919512
"Uruguay",1994,406,2920296,17474647792,5984,13.9027002742188
"Uruguay",1995,427,2943816,19297663097,6555,14.504982648372
"Uruguay",1996,393,2967278,20515543039,6914,13.2444617592285
"Uruguay",1997,456,2991662,23969823010,8012,15.242363609258
"Uruguay",1998,521,3014887,25385928198,8420,17.280913015977
"Uruguay",1999,450,3034833,23983945191,7903,14.827834019203
"Uruguay",2000,555,3050169,22823255802,7483,18.195713089996
"Uruguay",2001,499,3061024,20898788417,6827,16.3017343215865
"Uruguay",2002,675,3065257,13606494599,4439,22.0209920407979
"Uruguay",2003,535,3065772,12045631093,3929,17.4507432385709
"Uruguay",2004,520,3066489,13686329890,4463,16.957504168448
"Uruguay",2005,498,3070178,17362857684,5655,16.2205578959917
"Uruguay",2006,528,3077445,19579457966,6362,17.1570897286548
"Uruguay",2007,576,3087957,23410572634,7581,18.653109483066
"Uruguay",2008,523,3100791,30366213119,9793,16.8666640221801
"Uruguay",2009,511,3114306,31660911277,10166,16.4081500019587
"Uruguay",2010,547,3127306,40284481652,12882,17.4910929726736
"Uruguay",2011,NA,NA,NA,NA,NA
"Uruguay",2012,599,3151939,51264390116,16264,19.0041748904405
"Uruguay",2013,546,3164670,57531233351,18179,17.2529837234214
"Uruguay",2014,591,3177645,57236013086,18012,18.5986792105474
"Uruguay",2015,630,3190795,53274304222,16696,19.7442957006013
"Uruguay",2016,NA,NA,NA,NA,NA
"Uzbekistan",1985,NA,NA,NA,NA,NA
"Uzbekistan",1986,NA,NA,NA,NA,NA
"Uzbekistan",1987,NA,NA,NA,NA,NA
"Uzbekistan",1988,NA,NA,NA,NA,NA
"Uzbekistan",1989,NA,NA,NA,NA,NA
"Uzbekistan",1990,1459,17165700,13360607918,778,8.49950773927076
"Uzbekistan",1991,1393,17347800,13677622222,788,8.02983663634582
"Uzbekistan",1992,1344,18257000,12941297376,709,7.36155994960837
"Uzbekistan",1993,1355,18509300,13099013836,708,7.32064421669107
"Uzbekistan",1994,1419,19144700,12899156991,674,7.4119730264773
"Uzbekistan",1995,1485,19599000,13350468917,681,7.57691718965253
"Uzbekistan",1996,1699,19854500,13948892216,703,8.55725402301745
"Uzbekistan",1997,1554,20364300,14744603774,724,7.63100131111799
"Uzbekistan",1998,1620,20861200,14988971211,719,7.7656127164305
"Uzbekistan",1999,1795,21329916,17078465982,801,8.41541054357645
"Uzbekistan",2000,1919,21789067,13760374488,632,8.80716921013644
"Uzbekistan",2001,1914,22231527,11401351420,513,8.60939511712353
"Uzbekistan",2002,1576,22632256,9687951055,428,6.96351260784608
"Uzbekistan",2003,1416,22982883,10128112401,441,6.16110694206641
"Uzbekistan",2004,1251,23300841,12030023548,516,5.36890492493383
"Uzbekistan",2005,1221,23600347,14307509839,606,5.17365274332619
"Uzbekistan",2006,NA,NA,NA,NA,NA
"Uzbekistan",2007,NA,NA,NA,NA,NA
"Uzbekistan",2008,NA,NA,NA,NA,NA
"Uzbekistan",2009,1399,25288102,33689223673,1332,5.53224595503451
"Uzbekistan",2010,1464,25651783,39332770929,1533,5.70720561607745
"Uzbekistan",2011,1640,25978049,45915191189,1767,6.31302219808732
"Uzbekistan",2012,1835,26381830,51821573338,1964,6.95554478214741
"Uzbekistan",2013,1950,26838924,57690453461,2150,7.26556698025599
"Uzbekistan",2014,2095,27313507,63067077179,2309,7.67019775234282
"Uzbekistan",2015,NA,NA,NA,NA,NA
"Uzbekistan",2016,NA,NA,NA,NA,NA
